price_date,o_meat_beef,h_meat_beef,l_meat_beef,c_meat_beef,inflation_meat_beef
2007-01-01,115413.9056097561,115976.92926829268,114970.5343902439,115477.52548780487,-0.15842361244897285
2007-02-01,115537.40365853658,116062.53585365853,115013.27231707318,115494.79829268291,-0.20420769526289695
2007-03-01,115567.86109756096,116080.47097560974,115015.94975609757,115452.36621951219,-0.25331038793613264
2007-04-01,115518.23951219513,116091.93268292684,114981.53243902439,115597.60597560975,-0.11707038812457372
2007-05-01,115645.54707317072,116283.94792682928,115128.86780487806,115905.20036585366,-0.01085351906228183
2007-06-01,115954.96390243902,116481.62512195122,115417.57475609757,115898.86231707319,-0.15580429973295642
2007-07-01,115964.46182926829,116513.8443902439,115447.10914634145,116079.61524390243,-0.02460354545644653
2007-08-01,116125.97975609756,116621.52524390245,115556.26512195122,115976.04463414634,-0.1839381586594187
2007-09-01,116069.04487804878,116584.43768292683,115549.74304878048,116074.17341463415,-0.10387254008681056
2007-10-01,116124.7413414634,116615.32280487806,115638.38853658536,116123.22756097562,-0.08848910500328935
2007-11-01,116186.50707317074,116685.2787804878,115669.81670731708,116092.64073170733,-0.13904839114613016
2007-12-01,116149.47841463416,116703.94695121952,115653.90219512196,116207.21987804877,-0.008614396177940646
2008-01-01,116261.07743902439,116767.5056097561,115193.82963414633,115350.74304878048,-0.10792682926829268
2008-02-01,115467.91036585366,116649.1186585366,114835.87780487805,116518.60756097561,0.8902439024390244
2008-03-01,116530.66829268294,117284.24658536587,115857.54073170731,116791.28390243901,1.161829268292683
2008-04-01,116849.89378048782,117439.90060975609,116258.68756097562,116793.67597560975,1.0397560975609756
2008-05-01,116865.4643902439,117413.24207317072,116292.68219512195,116814.36719512194,0.7882926829268293
2008-06-01,116881.39207317073,117427.54207317073,116382.8624390244,117020.69073170732,0.9676829268292683
2008-07-01,117079.3230487805,117635.76451219512,116589.64,117265.32731707317,1.0196341463414633
2008-08-01,117324.05768292684,117832.90280487805,116837.17207317072,117422.8337804878,1.2417073170731707
2008-09-01,117472.72048780488,117965.42304878047,116999.9093902439,117500.12756097563,1.2278048780487805
2008-10-01,117555.72890243902,118025.02341463414,116838.94146341462,117052.13548780487,0.8048780487804879
2008-11-01,117127.76536585366,117638.44195121952,115744.80646341464,115782.13487804879,-0.26207317073170733
2008-12-01,115917.67280487805,116708.88963414633,115186.2937804878,116313.54060975609,0.09524390243902439
2009-01-01,116366.88670731708,116986.07158536585,115767.75512195122,116406.96926829268,0.9241463414634147
2009-02-01,116462.05365853659,116981.40792682926,115597.22317073171,115723.80951219513,-0.678780487804878
2009-03-01,115843.265,116416.24219512194,115249.61597560975,115706.84975609755,-0.9265853658536586
2009-04-01,115807.98999999999,116679.50073170732,115319.27390243903,116550.27646341463,-0.20621951219512194
2009-05-01,116598.54548780488,117302.79548780488,115958.3681707317,116721.63768292681,-0.07524390243902439
2009-06-01,116793.27012195122,117364.29231707318,116237.04219512196,116807.88292682928,-0.17756097560975612
2009-07-01,116884.58439024391,117388.00207317073,116394.52329268293,116902.6831707317,-0.30329268292682926
2009-08-01,116957.04695121951,117432.04365853658,116496.7843902439,117036.27963414634,-0.3234146341463415
2009-09-01,117094.77487804877,117588.60963414634,116605.8587804878,117143.3806097561,-0.30195121951219517
2009-10-01,117189.41487804877,117733.89560975609,116719.97353658537,117375.84024390245,0.2707317073170732
2009-11-01,117433.17219512194,117907.37780487805,116949.50987804879,117391.03731707318,1.3864634146341464
2009-12-01,117441.1956097561,117913.86658536586,116933.2281707317,117324.76268292681,0.8642682926829269
2010-01-01,117377.15231707317,117852.89280487807,116833.98109756097,117220.25170731707,0.6948780487804879
2010-02-01,117275.53085365852,117758.90902439023,116726.20451219512,117117.91134146342,1.2032926829268293
2010-03-01,117180.20548780488,117717.13085365854,116658.40085365853,117212.18524390244,1.298780487804878
2010-04-01,117278.11658536586,117795.8469512195,116786.7662195122,117306.57707317073,0.6471951219512195
2010-05-01,117371.3663414634,117846.42402439023,116753.25365853659,117000.735,0.23609756097560974
2010-06-01,117099.99902439024,117569.63670731705,116558.39512195122,116916.66048780488,0.09060975609756097
2010-07-01,116986.89341463415,117522.39817073171,116489.46231707318,117033.48256097561,0.10890243902439024
2010-08-01,117098.46853658537,117596.57573170733,116581.07378048782,116988.94658536585,-0.04609756097560976
2010-09-01,117058.38024390243,117529.28256097561,116572.27524390245,117074.39670731706,-0.06085365853658537
2010-10-01,117154.6186585366,117605.18,116683.15829268293,117088.14024390244,-0.2453658536585366
2010-11-01,117166.23170731707,117618.80024390243,116675.83451219511,117112.9874390244,-0.23829268292682926
2010-12-01,117187.61085365854,117671.66292682926,116640.40329268292,117048.13536585365,-0.23158536585365852
2011-01-01,117113.74341463415,117596.47329268293,116587.86097560976,117008.37951219511,-0.17743902439024392
2011-02-01,117084.06,117639.7593902439,116618.69585365854,117322.43219512195,0.17743902439024392
2011-03-01,117384.3293902439,117963.0106097561,116927.47646341464,117673.63670731708,0.3931707317073171
2011-04-01,117724.33524390245,118325.24890243902,117249.52841463414,117988.50951219512,0.5791463414634147
2011-05-01,118041.17048780488,118540.36426829267,117544.84719512195,118033.5731707317,0.8809756097560975
2011-06-01,118097.60817073169,118581.31585365854,117588.65792682926,118084.75243902438,0.9992682926829268
2011-07-01,118139.74707317073,118642.46134146342,117629.86853658537,118095.14402439025,0.9069512195121952
2011-08-01,118143.4192682927,118614.28768292682,117671.88048780487,118150.93756097562,0.9935365853658537
2011-09-01,118209.46609756099,118653.2169512195,117554.31182926829,117743.31329268293,0.5741463414634146
2011-10-01,117809.33768292682,118305.1980487805,117258.43256097562,117626.71951219512,0.46317073170731704
2011-11-01,117704.66548780489,118179.47304878048,117151.50792682928,117524.45853658536,0.35560975609756096
2011-12-01,117603.3825609756,118108.94,117094.09731707317,117680.7787804878,0.5381707317073171
2012-01-01,117764.1556097561,118273.29085365853,117273.44670731708,117822.93817073171,0.6941463414634147
2012-02-01,117882.58548780487,118361.35475609756,117404.80134146342,117839.62548780486,0.43902439024390244
